pt_id,lat,lon,gvi_mean,gvi_median,gvi_std,headings_count,total_valid,total_veg,gvi_weighted
pt00836,40.994357,70.055975,30.64375,28.29,20.465148728997793,8,2033056,620230,30.51
pt00839,40.994329,70.055853,31.86,25.275,24.357864673008006,8,2028243,640690,31.59
pt00842,40.994302,70.055732,29.49625,20.83,23.3228740801202,8,2034376,596970,29.34
pt00844,40.994274,70.055611,21.2825,14.57,12.881451504280985,8,2038406,433224,21.25
pt00847,40.994247,70.055491,19.6525,20.37,7.406363576585437,8,2041440,401175,19.65
pt00849,40.99422,70.055371,17.89,18.1,9.153065060404629,8,2042995,365432,17.89
pt00852,40.994193,70.055252,17.5975,14.605,10.717064830046917,8,2044165,359730,17.6
pt00855,40.994167,70.055134,15.26,14.915,9.686501653626777,8,2044631,311986,15.26
pt00857,40.99414,70.055015,15.09125,15.14,11.251362377825313,8,2046102,308732,15.09
pt00860,40.994113,70.054898,14.70375,11.600000000000001,11.245792784732558,8,2046254,300773,14.7
pt00863,40.994086,70.05478,13.63125,13.254999999999999,8.41908790020799,8,2046987,278983,13.63
pt00865,40.99406,70.054663,17.2575,14.295,14.459612472578332,8,2047086,353208,17.25
pt00868,40.994034,70.054546,17.49375,20.240000000000002,10.412607656792112,8,2046516,357995,17.49
pt00870,40.994008,70.054429,17.47625,16.45,8.824854409968633,8,2046276,357601,17.48
pt00873,40.993982,70.054312,15.735,16.03,5.126917759656939,8,2045111,321759,15.73
pt00875,40.993956,70.054194,13.65375,12.295,8.783019229497013,8,2042981,278511,13.63
pt00878,40.993931,70.054076,14.25875,11.510000000000002,12.107101148263597,8,2041021,290013,14.21
pt00881,40.993906,70.053957,15.60625,14.47,12.46702729775054,8,2042320,318100,15.58
pt00883,40.993881,70.053838,18.07875,10.67,18.25401359975389,8,2038709,366585,17.98
pt00886,40.993857,70.053719,21.96625,18.015,20.371761924992434,8,2032527,443226,21.81
pt00888,40.993833,70.053599,22.7725,17.405,21.987234445728472,8,2028346,457183,22.54
pt00891,40.993809,70.053479,21.93875,17.66,19.1388381775309,8,2028308,441470,21.77
pt00894,40.993784,70.05336,19.8175,22.28,12.810310300691391,8,2038176,402957,19.77
pt00896,40.993758,70.053241,24.13375,17.465,16.820315045036633,8,2040713,491960,24.11
pt00899,40.993732,70.053123,34.98,26.270000000000003,24.4525365321707,8,2035635,709531,34.86
pt00902,40.993704,70.053005,37.925,35.415,24.643259872485558,8,2036184,770605,37.85
pt00904,40.993675,70.052888,38.96,32.455,27.7700054015119,8,2038326,792648,38.89
pt00907,40.993645,70.052771,36.67875,32.855000000000004,25.52582806128502,8,2040071,747181,36.63
pt00910,40.993615,70.052654,33.762499999999996,28.35,23.89364395458699,8,2040322,687754,33.71
pt00912,40.993587,70.052537,30.235,28.365000000000002,9.806797933794991,8,2042538,617564,30.24
pt00915,40.99356,70.052418,36.96125,37.620000000000005,15.615748861325866,8,2040989,753935,36.94
pt00917,40.993534,70.0523,45.805,39.019999999999996,20.53958547363046,8,2012055,916995,45.58
pt00920,40.993508,70.052181,37.74125,35.44,19.63498731310296,8,2004696,751528,37.49
pt00923,40.993482,70.052062,27.1475,27.445,11.422720153898798,8,2028747,549291,27.08
pt00925,40.993457,70.051942,23.17875,23.3,5.473433076493869,8,2036642,471754,23.16
pt00928,40.993432,70.051823,26.365,26.77,15.268838481411366,8,2032434,534467,26.3
pt00930,40.993407,70.051705,23.49375,19.02,15.526939664890273,8,2036205,477299,23.44
pt00933,40.993381,70.051586,14.09,12.985,5.478959755282019,8,2044045,287900,14.08
pt00936,40.993356,70.051468,13.09125,12.075,6.377042389921612,8,2044449,267706,13.09
pt00938,40.99333,70.05135,12.52875,12.435,10.534747183216393,8,2036579,255703,12.56
pt00941,40.993304,70.051232,14.31,10.04,10.765732673627001,8,2042985,292033,14.29
pt00944,40.993279,70.051114,12.71625,7.15,14.496699070083897,8,2033579,258699,12.72
pt00947,40.993254,70.050997,11.5875,8.805,7.921143045221261,8,2043543,236714,11.58
pt00949,40.993229,70.050879,10.7425,13.489999999999998,5.462290859023477,8,2044642,219666,10.74
pt00952,40.993204,70.050762,12.8025,11.815000000000001,8.847822573137092,8,2042549,261495,12.8
pt00954,40.993179,70.050644,18.28125,11.879999999999999,18.652747356048422,8,2044283,373185,18.26
pt00957,40.993155,70.050527,23.83875,10.620000000000001,26.26029835403355,8,2043103,485948,23.78
pt00960,40.99313,70.050409,28.747500000000002,20.585,28.797873805444137,8,2043152,586167,28.69
pt00962,40.993105,70.050291,26.46625,16.86,28.069087693200352,8,2040486,538444,26.39
pt00965,40.993081,70.050173,24.45625,13.075,25.451479293241203,8,2042842,498646,24.41
pt00967,40.993056,70.050054,20.59875,12.594999999999999,20.696075844399655,8,2044254,420393,20.56
pt00970,40.993031,70.049935,17.3375,10.755,17.281429132370473,8,2044675,353967,17.31
pt00973,40.993007,70.049817,15.07875,7.855,14.917466691767741,8,2044207,308143,15.07
pt00975,40.992983,70.049697,12.868749999999999,5.035,13.448424695320798,8,2045954,263089,12.86
pt00978,40.992959,70.049578,10.94375,5.035,10.581362236768678,8,2045683,223783,10.94
pt00980,40.992935,70.049458,9.0825,4.890000000000001,7.846711322039862,8,2046885,185841,9.08
pt00983,40.99291,70.049339,8.1975,7.005,5.516292103526478,8,2047057,167754,8.19
pt00986,40.992885,70.04922,8.00875,7.27,5.327423492780405,8,2047114,163936,8.01
pt00988,40.99286,70.049099,7.3425,6.285,4.4356019079392475,8,2046742,150326,7.34
pt00991,40.992833,70.048978,6.373749999999999,5.720000000000001,3.040718606326002,8,2047424,130513,6.37
pt00994,40.992807,70.048856,7.0075,7.24,2.392546461707394,8,2047158,143443,7.01
pt00996,40.992782,70.04874,6.3525,7.07,2.3025250114974707,8,2047442,130101,6.35
pt00999,40.992758,70.048624,6.2925,6.795,1.4906254679544042,8,2047561,128861,6.29
pt01001,40.992734,70.048508,6.375,6.800000000000001,1.9954591308411063,8,2047481,130549,6.38
pt01004,40.99271,70.048391,6.26875,6.355,1.8192497472466895,8,2047710,128371,6.27
pt01007,40.992684,70.048274,6.58125,6.359999999999999,2.2847159091918376,8,2047536,134767,6.58
pt01009,40.992659,70.048157,6.76,6.035,2.7222154842806154,8,2047841,138433,6.76
pt01012,40.992633,70.048041,7.3175,8.075,3.3670960357978674,8,2047845,149837,7.32
pt01014,40.992607,70.047923,8.05,8.85,4.353097419408063,8,2047803,164836,8.05
pt01017,40.99258,70.047806,7.77125,9.045,3.8496806453819743,8,2047697,159076,7.77
pt01019,40.992554,70.047689,8.60375,8.565,4.139985981687792,8,2047620,176154,8.6
pt01022,40.992527,70.047571,8.44375,8.370000000000001,4.908004940910309,8,2047583,172865,8.44
pt01025,40.9925,70.047454,8.68875,8.42,5.580316011276986,8,2047385,177855,8.69
pt01027,40.992473,70.047336,9.7475,9.14,6.265405584864968,8,2046939,199458,9.74
pt01030,40.992446,70.047218,10.86125,9.18,8.332808542999516,8,2044859,222097,10.86
pt01033,40.992419,70.0471,13.52125,12.57,9.86609698122095,8,2046383,276638,13.52
pt01035,40.992391,70.046983,15.81,15.025,11.572626569378523,8,2046118,323307,15.8
pt01038,40.992364,70.046867,18.11,15.385,14.075062039954615,8,2045558,370057,18.09
pt01040,40.992337,70.046752,22.1875,15.195,18.416391573037007,8,2044474,452979,22.16
pt01043,40.992311,70.046638,22.7725,13.8,17.751215451343043,8,2044950,465118,22.74
pt01046,40.992281,70.046516,23.145,20.255,14.645909228957317,8,2045121,473018,23.13
pt01048,40.992252,70.046396,23.02625,16.16,15.82944357608856,8,2044550,470361,23.01
pt01051,40.992222,70.046277,23.6575,13.56,18.902970854943863,8,2044213,482902,23.62
pt01056,40.992193,70.046159,20.807499999999997,13.445,15.983171283750739,8,2045129,425159,20.79
pt01057,40.992163,70.046043,17.931250000000002,16.330000000000002,11.44718859745546,8,2046215,366839,17.93
pt01060,40.992134,70.045927,16.89875,16.38,10.673477726857087,8,2045817,345578,16.89
pt01063,40.992104,70.045814,17.57125,18.915,10.468069050348165,8,2045618,359353,17.57
pt01065,40.992072,70.045695,26.80625,19.96,22.788806737080378,8,2043193,546620,26.75
pt01068,40.99204,70.045577,40.627500000000005,32.894999999999996,37.87210234082979,8,2021452,811702,40.15
pt01071,40.992007,70.045459,34.4375,19.88,30.174807254680893,8,2036044,700068,34.38
pt01073,40.991974,70.045343,21.295,21.265,9.631897899316476,8,2043483,435230,21.3
pt01076,40.99194,70.045227,21.22625,19.130000000000003,11.167352848498034,8,2043119,433539,21.22
pt01079,40.991906,70.045112,22.435000000000002,24.060000000000002,8.570365886505163,8,2041744,457947,22.43
pt01081,40.991871,70.044999,23.40625,24.685000000000002,6.961323637478312,8,2042577,478056,23.4
pt01084,40.991835,70.044887,25.11875,25.67,10.529481655265439,8,2039963,511991,25.1
pt01087,40.991798,70.044776,29.10625,30.765,12.821352655963077,8,2040430,593626,29.09
pt01089,40.991761,70.044667,24.74875,23.134999999999998,10.408004388793408,8,2039064,504418,24.74
pt01092,40.991722,70.044552,24.1075,22.23,9.25006679512563,8,2039699,491555,24.1
pt01095,40.991683,70.04444,24.1375,22.79,8.874854928391787,8,2038720,491813,24.12
pt01097,40.991643,70.044329,20.87375,20.145,10.967496051645385,8,2040394,425496,20.85
pt01100,40.991602,70.044221,19.021250000000002,17.65,12.533587375528207,8,2040501,387712,19.0
pt01103,40.99156,70.044111,17.80125,15.49,12.4016824175478,8,2040319,362548,17.77
pt01105,40.991518,70.044005,20.895000000000003,21.48,10.844261155099504,8,2041459,426361,20.89
pt01108,40.991475,70.043898,26.74375,26.255000000000003,4.880081783565282,8,2041743,545955,26.74
pt01111,40.991432,70.043792,19.10625,19.1,10.257139586648902,8,2043764,390317,19.1
pt01113,40.991386,70.043684,15.848749999999999,14.56,11.906295378616186,8,2043709,323745,15.84
pt01116,40.991339,70.043577,17.2425,15.515,12.389119362223795,8,2041232,351560,17.22
pt01119,40.991291,70.043471,17.9625,14.895,11.594079462011143,8,2041831,366391,17.94
pt01122,40.991243,70.043365,17.28625,16.325,13.100200584614834,8,2042944,352761,17.27
pt01124,40.991196,70.043263,16.9,17.68,11.286616600457123,8,2043341,344987,16.88
pt01127,40.991146,70.043159,17.705,19.585,10.931265774308637,8,2041748,361095,17.69
pt01129,40.991096,70.043059,19.56375,21.105,10.467242695326078,8,2042386,399337,19.55
pt01132,40.991066,70.042932,43.0625,41.56,15.366928078553261,8,2023974,870764,43.02
pt01135,40.991013,70.042833,46.51875,41.3,18.94057506858151,8,2010515,931368,46.32
pt01138,40.99096,70.042736,45.12125,44.54,15.120690117942937,8,2022289,911053,45.05
pt01141,40.990905,70.042637,41.10125,40.29,12.339044229598986,8,2026253,832022,41.06
pt01143,40.990851,70.042538,39.11875,42.400000000000006,11.699717258488404,8,2033244,794713,39.09
pt01146,40.990798,70.04244,36.1275,39.195,13.515291604063048,8,2037519,735701,36.11
pt01148,40.990744,70.042341,33.11625,34.019999999999996,12.729769313923732,8,2039927,675262,33.1
pt01152,40.99069,70.042241,31.10625,32.375,13.64894442543347,8,2041100,634760,31.1
pt01153,40.990794,70.042024,24.62125,24.244999999999997,14.493567477135702,8,2044067,502812,24.6
pt01156,40.990736,70.041929,18.7075,18.799999999999997,10.63315535751937,8,2042655,381897,18.7
pt01158,40.990677,70.041833,14.50625,12.280000000000001,7.809044092771992,8,2041031,296023,14.5
pt01161,40.990615,70.041736,13.945,12.965,4.387732899801445,8,2041701,284700,13.94
pt01164,40.990557,70.041644,14.28625,13.965,2.6491882179803143,8,2043077,291917,14.29
pt01166,40.990497,70.04155,14.66625,14.415,2.596233191705684,8,2041527,299355,14.66
pt01169,40.990437,70.041456,14.796249999999999,14.58,2.1837905282852956,8,2043091,302310,14.8
pt01171,40.990377,70.04136,13.6225,14.145,2.53313893364396,8,2043195,278395,13.63
pt01174,40.990318,70.041264,15.0025,14.940000000000001,4.734124598517208,8,2043962,306675,15.0
pt01177,40.99026,70.041169,16.62125,15.195,6.261883417037674,8,2043921,339665,16.62
pt01179,40.990202,70.041073,17.026249999999997,17.05,6.051089482776752,8,2036118,346727,17.03
pt01185,40.990087,70.040882,14.0825,14.02,5.300109837136801,8,2044142,287916,14.08
pt01187,40.99003,70.040786,13.373750000000001,12.58,5.749044485825449,8,2045546,273536,13.37
pt01190,40.989972,70.040689,12.2,11.585,5.156255562767562,8,2045135,249461,12.2
pt01192,40.989915,70.040592,11.8425,12.71,4.1846001686455745,8,2045424,242203,11.84
pt01195,40.989858,70.040495,12.782499999999999,13.245000000000001,3.9366183820271794,8,2044562,261294,12.78
pt01198,40.989802,70.040398,13.8975,13.635,5.385227810541405,8,2044125,284061,13.9
pt01200,40.989746,70.040301,16.045,15.975000000000001,7.128604351484237,8,2043679,327814,16.04
pt01203,40.989691,70.040203,17.29875,16.185000000000002,8.092109803470821,8,2039001,352313,17.28
pt01205,40.989635,70.040106,21.298750000000002,21.145,10.144426249353454,8,2039773,433911,21.27
pt01208,40.989579,70.040009,25.135,29.17,11.278231877635532,8,2041517,512754,25.12
pt01211,40.989523,70.039911,31.66375,34.185,12.675516261675499,8,2038636,645102,31.64
pt01213,40.989468,70.039813,33.1925,33.385,12.75118565915679,8,2041928,677663,33.19
pt01216,40.989413,70.039716,32.94125,36.675,17.834672841326327,8,2041244,671911,32.92
pt01218,40.989359,70.03962,31.06375,27.585,18.59156485959618,8,2038008,631892,31.01
pt01221,40.989305,70.039525,30.765,22.085,21.938415752152334,8,2038100,624485,30.64
pt01224,40.989246,70.039422,29.642500000000002,24.465,21.81213931343213,8,2039851,602744,29.55
pt01226,40.989189,70.039321,28.4625,23.994999999999997,22.56265925943001,8,2038323,577867,28.35
pt01229,40.989133,70.039219,27.189999999999998,24.455,19.632420708031468,8,2040753,553851,27.14
pt01232,40.989077,70.039119,25.45,22.880000000000003,19.323340438813513,8,2039433,518476,25.42
pt01234,40.989023,70.039018,25.166249999999998,22.75,20.73698279299915,8,2034448,512293,25.18
pt01237,40.988968,70.038917,29.213749999999997,22.705,23.595212551641545,8,2043711,596312,29.18
pt01239,40.988914,70.038816,30.845000000000002,23.27,27.10296978983247,8,2042434,628367,30.77
pt01242,40.988861,70.038715,31.305,24.82,26.565294222779787,8,2042103,637610,31.22
pt01245,40.98881,70.038613,31.236250000000002,25.14,25.75551698873744,8,2044150,637571,31.19
pt01247,40.988759,70.038511,31.345000000000002,26.410000000000004,23.80172322693104,8,2043055,639718,31.31
pt01250,40.988709,70.038409,31.98125,25.97,21.525836593996264,8,2042596,652070,31.92
pt01252,40.988659,70.038308,30.15375,25.71,18.531708685000268,8,2044297,615848,30.13
pt01255,40.98861,70.038208,29.3675,22.57,17.201413355552255,8,2044080,599602,29.33
pt01257,40.988559,70.038109,27.736250000000002,22.095,16.744932655668016,8,2044424,566468,27.71
pt01260,40.988509,70.03801,27.25375,21.075,18.874383953995878,8,2044824,556908,27.24
pt01262,40.988455,70.037905,27.78125,20.6,22.643796020417728,8,2044536,567344,27.75
pt01265,40.988401,70.037799,30.94375,25.475,24.121238381796,8,2043549,631568,30.91
pt01268,40.988348,70.037694,29.77,22.46,21.886943270230443,8,2044578,608312,29.75
pt01271,40.988295,70.037589,27.28625,22.595,19.072934404168496,8,2041866,557852,27.32
pt01273,40.988243,70.037484,28.38375,23.525,22.660679562058277,8,2043789,580139,28.39
pt01276,40.988192,70.037378,29.4075,22.265,27.383827735153666,8,2045895,601353,29.39
pt01279,40.988142,70.037272,28.365,25.275,25.28714015350208,8,2046263,580118,28.35
pt01281,40.988093,70.037164,28.63625,22.48,25.854913839401153,8,2045896,585405,28.61
pt01284,40.988045,70.037056,29.669999999999998,22.200000000000003,27.260127868896205,8,2044418,605714,29.63
pt01287,40.987998,70.036948,30.51,24.880000000000003,27.573374838782428,8,2042983,621779,30.43
pt01289,40.987951,70.036839,29.75875,21.97,28.54458539473192,8,2044928,607516,29.71
pt01292,40.987904,70.036729,20.98875,9.965,20.38901275372176,8,2044678,428436,20.95
pt01295,40.987859,70.036617,15.72125,10.625,11.86658987903192,8,2042503,320330,15.68
pt01297,40.987814,70.036504,13.58375,14.575000000000001,4.471391402173218,8,2042243,277329,13.58
pt01300,40.987773,70.036398,14.8725,10.435,8.057069211922798,8,2042175,303574,14.87
pt01303,40.987733,70.03629,20.26125,15.135000000000002,13.616361416115751,8,2044439,413925,20.25
pt01305,40.987693,70.036182,24.6625,15.879999999999999,18.245481436704896,8,2046221,504447,24.65
pt01308,40.987653,70.036073,28.66875,20.674999999999997,18.85573382858078,8,2044351,585411,28.64
pt01312,40.987573,70.035851,32.68375,22.43,26.20424062600774,8,2042962,666740,32.64
pt01315,40.987533,70.035737,32.16,25.615,28.730599416948177,8,2043286,657592,32.18
pt01318,40.987492,70.035623,35.53875,26.975,30.870618688557013,8,2044673,726117,35.51
pt01321,40.987452,70.035507,33.44,26.225,27.267587247237596,8,2043897,682420,33.39
pt01323,40.987411,70.035392,32.79,27.215,25.525620182755326,8,2045043,669897,32.76
pt01326,40.98737,70.035276,31.67,26.475,24.05833802596157,8,2045542,647177,31.64
pt01329,40.987332,70.035167,33.14625,27.229999999999997,25.23478774430251,8,2046000,677690,33.12
pt01331,40.987294,70.035057,27.63875,18.285,19.907113902536736,8,2046184,565117,27.62
pt01334,40.987255,70.034946,26.512500000000003,20.64,16.5848267573535,8,2044529,541638,26.49
pt01336,40.987215,70.034835,27.494999999999997,27.93,13.861319252819028,8,2043294,561624,27.49
pt01339,40.987176,70.034723,28.1275,23.240000000000002,15.272646650606625,8,2042019,574018,28.11
pt01342,40.987138,70.034611,29.1,23.255000000000003,15.068927348307556,8,2044449,594641,29.09
pt01344,40.9871,70.0345,28.4725,29.310000000000002,12.293055821420946,8,2045323,582202,28.47
pt01347,40.987063,70.03439,25.1075,26.57,8.698682576771528,8,2045725,513524,25.1
pt01350,40.987023,70.034274,21.0725,22.69,7.384237556153937,8,2046455,431193,21.07
pt01352,40.986985,70.03416,19.5075,19.880000000000003,6.8829411279938,8,2046928,399346,19.51
pt01355,40.98695,70.034048,17.585,18.45,6.419953270857974,8,2046852,359918,17.58
pt01358,40.986912,70.033933,16.75625,15.165000000000001,6.3487770194626565,8,2046492,342856,16.75
pt01360,40.986874,70.03382,15.41875,14.17,5.373770789678323,8,2045975,315409,15.42
pt01363,40.986836,70.03371,14.38375,14.629999999999999,3.887367590762969,8,2045868,294291,14.38
pt01366,40.986796,70.033596,14.085,13.434999999999999,4.089453334056836,8,2045322,288062,14.08
pt01368,40.986756,70.033483,13.8975,13.155000000000001,4.065958857215778,8,2045299,284251,13.9
pt01371,40.986717,70.033369,13.38,12.844999999999999,4.444932909665631,8,2045360,273742,13.38
pt01374,40.986678,70.033254,14.6075,12.43,7.3211079372299555,8,2045016,298770,14.61
pt01376,40.986641,70.033145,14.685,17.54,5.125011498244942,8,2042171,299929,14.69
pt01379,40.986603,70.033034,17.42625,18.325,6.620567385050922,8,2031053,353293,17.39
pt01381,40.986566,70.032922,22.36625,17.755,16.13602530055032,8,1986952,430920,21.69
pt01384,40.986527,70.032807,29.80375,23.75,21.68288985582872,8,2040816,607178,29.75
pt01387,40.98649,70.032696,31.1,27.130000000000003,21.292615084645124,8,2042095,634864,31.09
pt01389,40.986452,70.032582,30.05,23.36,17.204061812756393,8,2042157,613732,30.05
pt01392,40.986415,70.032473,30.935,27.439999999999998,17.643265003961144,8,2039169,630598,30.92
pt01394,40.986376,70.032361,32.19125,23.75,24.019268715821827,8,2037697,655022,32.15
pt01397,40.986337,70.032247,32.05375,23.765,25.10247622247654,8,2037836,652179,32.0
pt01400,40.986296,70.03213,34.7575,27.6,26.4784002268156,8,2037478,706792,34.69
pt01402,40.986257,70.032019,36.3725,27.38,29.358439404806827,8,2035570,736836,36.2
pt01405,40.986218,70.031908,30.35,15.934999999999999,27.972601901554622,8,2044466,619343,30.29
pt01407,40.986179,70.031796,24.494999999999997,15.405,19.31440691001705,8,2045558,500819,24.48
pt01410,40.986139,70.031685,20.810000000000002,15.649999999999999,16.183814665982094,8,2043802,424788,20.78
pt01413,40.986099,70.031576,15.32875,12.855,11.167407216026978,8,2043875,312964,15.31
pt01415,40.986059,70.031468,11.411249999999999,10.745000000000001,6.0814740635568185,8,2043459,232996,11.4
pt01418,40.986018,70.031361,10.03125,9.185,4.877726160825349,8,2043840,204965,10.03
pt01420,40.985975,70.031247,9.393749999999999,8.719999999999999,3.9275144357286758,8,2044495,192045,9.39
pt01424,40.985892,70.031023,9.57625,9.315000000000001,2.956619389486194,8,2042086,195618,9.58
pt01428,40.98585,70.03091,9.6625,9.985,2.16549400500539,8,2043149,197403,9.66
pt01431,40.985809,70.030796,10.29625,10.82,2.681880670084228,8,2044338,210475,10.3
pt01433,40.985768,70.03068,9.821250000000001,9.785,2.4842155272267106,8,2045268,200894,9.82
pt01436,40.98573,70.030571,8.65625,7.640000000000001,2.5966403431027123,8,2046147,177140,8.66
pt01439,40.985692,70.03046,9.255,9.265,2.4298912380128104,8,2046382,189379,9.25
pt01441,40.985652,70.030347,8.6825,9.61,2.73256943448574,8,2046659,177710,8.68
pt01444,40.985612,70.030229,8.93375,10.31,3.731609907265228,8,2046320,182781,8.93
pt01446,40.985574,70.030117,9.32,10.395,3.138366271986566,8,2046334,190715,9.32
pt01449,40.985534,70.030002,11.01,11.44,3.3811367488295585,8,2045585,225207,11.01
pt01452,40.985494,70.029884,11.86625,12.059999999999999,4.061414030675945,8,2045124,242612,11.86
pt01454,40.985456,70.029775,12.48875,12.18,5.442529447390641,8,2044977,255313,12.48
pt01457,40.985417,70.029665,13.29875,12.865,4.1837284721371955,8,2044260,271807,13.3
pt01460,40.985377,70.029553,13.48125,13.905,4.968947682500649,8,2044596,275506,13.47
pt01462,40.985336,70.029442,14.4125,13.145,6.278513814135134,8,2044751,294593,14.41
pt01465,40.985295,70.02933,14.903749999999999,13.765,6.412396337229497,8,2044596,304588,14.9
pt01468,40.985254,70.02922,14.1675,14.42,7.349427091374442,8,2044604,289553,14.16
pt01470,40.985214,70.029112,13.57125,12.965,7.172589565242707,8,2045179,277481,13.57
pt01473,40.985174,70.029005,16.50625,15.285,7.6442713144269945,8,2043677,337241,16.5
pt01476,40.985131,70.028889,15.2,14.675,6.9368045339952555,8,2045409,310926,15.2
pt01479,40.98509,70.028775,14.352500000000001,14.93,7.9143499868457745,8,2045188,293516,14.35
pt01481,40.98505,70.028663,13.81625,11.835,9.29586227077095,8,2045525,282543,13.81
pt01484,40.985011,70.028554,14.5175,10.165,10.84017494587347,8,2046085,296893,14.51
pt01487,40.98497,70.028438,15.8025,9.965,13.304995570944664,8,2045764,323024,15.79
pt01490,40.98493,70.028323,16.4,12.935,13.685132704612592,8,2043411,334595,16.37
pt01492,40.984891,70.028209,16.90625,11.674999999999999,14.938896438014229,8,2042563,344545,16.87
pt01495,40.984852,70.028096,16.5425,11.924999999999999,14.637446840210897,8,2042396,337073,16.5
pt01497,40.984813,70.027985,15.51125,9.335,14.212205456176441,8,2042366,315975,15.47
pt01500,40.984775,70.027876,13.925,7.175000000000001,13.484505393757894,8,2045342,284406,13.91
pt01503,40.984734,70.02776,11.803749999999999,7.405,10.358142328622446,8,2046285,241369,11.8
pt01507,40.984567,70.027658,13.4775,15.345,8.939293276636263,8,2045435,275528,13.47
pt01509,40.984529,70.027548,13.96125,10.399999999999999,11.387057110722557,8,2044504,285155,13.95
pt01512,40.984491,70.027437,15.094999999999999,10.355,12.443080693415805,8,2044613,308439,15.09
pt01514,40.984453,70.027327,12.8225,8.28,10.290412666999455,8,2045559,262210,12.82
pt01517,40.984415,70.027216,10.9375,5.96,8.538194439441765,8,2045238,223529,10.93
pt01519,40.984377,70.027105,9.137500000000001,6.6899999999999995,5.2193068779019205,8,2045663,186870,9.13
pt01522,40.984338,70.026993,7.3525,6.02,3.3838935731322453,8,2045821,150380,7.35
pt01525,40.984298,70.02688,6.6525,6.67,1.9589993801501244,8,2046062,136119,6.65
pt01527,40.984257,70.026767,6.869999999999999,6.85,2.691191982322013,8,2044865,140491,6.87
pt01530,40.984217,70.026659,7.435,6.074999999999999,4.405911613146268,8,2044184,151960,7.43
pt01532,40.984176,70.026548,9.610000000000001,5.85,7.079737686827508,8,2044317,196511,9.61
pt01535,40.984133,70.026435,11.7525,5.66,10.159213622548323,8,2045099,240271,11.75
pt01538,40.984091,70.026328,13.95125,9.14,12.285742535266523,8,2045815,285281,13.94
pt01541,40.984048,70.026217,14.395,9.745000000000001,13.239896417376427,8,2045347,294203,14.38
pt01543,40.984004,70.026103,15.765,12.66,13.8762428014832,8,2044762,322057,15.75
pt01546,40.983964,70.025996,16.38375,11.49,14.289469586777132,8,2044817,334758,16.37
pt01548,40.983923,70.025886,15.97625,8.645,14.837542092851594,8,2045729,326630,15.97
pt01551,40.983883,70.025775,14.327499999999999,7.05,12.837230175214144,8,2046611,293162,14.32
pt01554,40.983842,70.025661,11.908750000000001,8.465,10.198451475591773,8,2046655,243665,11.91
pt01556,40.9838,70.025545,10.61875,9.585,7.823598801976345,8,2046787,217346,10.62
pt01559,40.983761,70.025438,9.955,11.125,6.409127419993637,8,2045561,203713,9.96
pt01561,40.983722,70.025329,10.0025,9.2,6.493972480033202,8,2046437,204639,10.0
pt01564,40.983682,70.025218,11.04375,8.424999999999999,7.913395401830638,8,2045051,225806,11.04
pt01566,40.983643,70.025106,12.32625,8.9,9.244109997336528,8,2045909,251990,12.32
pt01569,40.983603,70.024994,13.80125,9.504999999999999,10.645537545979401,8,2045867,282199,13.79
pt01572,40.983563,70.02488,15.791250000000002,10.71,11.496399979993738,8,2044445,322641,15.78
pt01574,40.983523,70.024765,17.085,12.795000000000002,12.084020144684585,8,2042182,348639,17.07
pt01577,40.983482,70.02465,17.677500000000002,14.355,13.245932798949484,8,2040330,360019,17.65
pt01580,40.983441,70.024535,16.53,12.184999999999999,15.312443119427883,8,2041294,336619,16.49
pt01582,40.983401,70.024419,15.7725,10.805,14.832268634876558,8,2043102,321652,15.74
pt01585,40.98336,70.024304,14.095,8.690000000000001,13.164464071344273,8,2044299,287720,14.07
pt01588,40.983318,70.02419,11.95875,7.77,10.243166973297718,8,2044770,244328,11.95
pt01591,40.983277,70.024075,10.28375,8.695,7.761667599721817,8,2044610,210290,10.29
pt01593,40.983237,70.023962,9.7725,9.435,6.818931106014448,8,2046043,199934,9.77
pt01596,40.983196,70.023848,9.72875,9.175,5.622064789736952,8,2046126,199020,9.73
pt01598,40.983156,70.023736,10.3925,8.71,5.777240443573137,8,2046271,212664,10.39
pt01601,40.983117,70.023625,11.971250000000001,10.93,5.809699863159886,8,2045595,244904,11.97
pt01604,40.983079,70.023514,13.3225,12.06,8.510440226988429,8,2044827,272405,13.32
pt01606,40.983042,70.023404,13.605,11.115,7.399465231642467,8,2045143,278237,13.6
pt01609,40.983005,70.023295,13.385,11.079999999999998,8.232015896139032,8,2045550,273855,13.39
pt01611,40.982966,70.023176,12.778749999999999,10.940000000000001,7.2535398993476665,8,2045848,261446,12.78
pt01614,40.982928,70.023058,12.57875,11.2,6.9764019328427045,8,2045868,257384,12.58
pt01617,40.982891,70.022941,12.178749999999999,10.76,7.28558545054156,8,2045918,249157,12.18
pt01619,40.982855,70.022825,12.27125,11.65,7.583853972185156,8,2045666,250991,12.27
pt01622,40.982819,70.022711,11.76125,10.465,7.653101028808052,8,2045888,240575,11.76
pt01625,40.982783,70.022599,11.09125,10.39,6.878283501613716,8,2045957,226854,11.09
pt01627,40.982747,70.022488,9.685,10.5,3.4875902446081186,8,2045367,198018,9.68
pt01630,40.98271,70.022378,11.61,13.434999999999999,5.992173466876843,8,2046501,237554,11.61
pt01632,40.982671,70.022261,17.0425,18.655,8.451366330785978,8,2043084,348095,17.04
